file ID, u, v, depth
157,108,152,694
158,137,172,673
159,123,161,711
160,134,168,687
161,162,189,688
162,169,198,685
163,183,208,716
164,189,213,670
165,194,216,687
166,194,216,676
167,193,216,719
168,194,215,655
169,194,214,667
170,192,214,684
171,192,214,668
172,186,214,676
173,194,215,677
174,193,215,710
175,194,216,692
176,194,215,660
177,193,215,683
178,193,214,673
179,193,213,679
180,194,212,686
181,194,213,679
182,194,212,675
183,194,212,669
184,192,211,671
185,193,205,688
186,191,193,701
187,197,218,705
188,190,218,702
189,121,200,1068
190,159,215,1097
191,157,214,1064
192,93,221,1028
193,90,217,1014
194,99,215,973
195,93,219,944
196,87,219,929
197,97,217,919
198,99,221,939
199,101,221,894
200,96,220,929
201,100,221,870
202,99,225,878
203,99,225,886
204,109,217,907
205,100,225,830
206,103,229,854
207,111,219,890
208,107,226,848
209,106,224,871
210,111,218,884
211,109,217,899
212,116,219,879
213,111,223,892
214,103,220,882
215,100,227,841
216,117,222,890
217,111,219,875
218,102,221,837
219,99,226,862
220,115,227,903
221,106,212,897
222,99,225,857
223,108,218,889
224,110,223,898
225,108,220,901
226,106,214,886
227,104,216,874
228,99,223,896
229,108,220,909
230,105,215,877
231,108,218,904
232,86,223,906
233,84,223,903
234,102,211,941
235,100,220,957
236,93,211,948
237,90,214,981
238,89,209,996
239,89,213,1061
240,117,204,1072
241,116,200,1047
242,157,215,1062
243,122,175,1065
244,143,209,701
245,134,178,648
246,135,151,646
247,146,148,635
248,107,141,653
249,131,136,645
250,96,123,634
251,104,128,660
252,111,133,644
253,89,120,679
254,106,121,662
255,99,116,672
256,100,104,656
257,117,111,661
258,123,101,655
259,114,105,659
260,135,107,654
261,151,93,644
262,147,99,676
263,131,120,661
264,147,103,687
265,128,129,673
266,124,134,671
267,129,98,684
268,113,111,666
269,114,104,691
270,103,129,709
271,111,111,714
272,114,149,711
273,111,120,675
274,112,133,677
275,115,144,664
276,117,151,628
277,123,158,662
278,137,172,619
279,119,126,669
280,138,171,661
281,128,135,672
282,125,138,677
283,125,136,681
284,127,130,672
285,126,131,672
286,123,135,677
287,122,139,669
288,136,168,669
289,117,134,680
290,115,135,586
291,108,130,662
292,108,141,667
293,101,142,655
294,111,151,617
295,94,142,656
296,88,141,638
297,88,141,648
298,86,144,643
299,87,148,642
300,93,152,633
301,94,151,640
302,99,156,636
303,103,160,630
304,101,159,629
305,101,165,605
306,109,169,636
307,110,172,638
308,116,178,634
309,119,188,586
310,121,194,612
311,128,201,621
312,128,207,628
313,125,212,623
314,126,214,602
315,124,216,609
316,119,217,603
317,116,216,596
318,111,212,591
319,115,212,612
320,106,211,608
321,97,209,611
322,94,208,615
323,94,209,620
324,93,209,619
325,96,210,621
326,95,210,596
327,97,212,617
328,106,213,587
329,99,214,595
330,100,214,583
331,102,212,611
332,104,211,600
333,103,210,613
334,104,211,588
335,103,209,602
336,104,210,601
337,104,208,590
338,107,208,592
339,104,206,624
340,106,205,614
341,105,204,604
342,107,204,609
343,106,202,623
344,111,199,622
345,119,178,612
346,133,195,641
347,132,187,628
348,137,180,655
349,122,172,667
350,113,171,663
351,140,175,672
352,144,170,666
353,140,175,678
354,103,190,655
355,133,211,651
356,136,167,673
357,121,162,660
358,127,177,666
359,117,174,638
360,113,171,651
361,101,170,610
362,104,168,647
363,95,175,642
364,98,171,662
365,106,181,639
366,89,160,655
367,106,176,646
368,105,181,639
369,94,171,650
370,98,173,633
371,101,173,622
372,91,166,638
373,105,177,622
374,89,177,590
375,99,184,620
376,103,188,619
377,81,183,544
378,82,178,610
379,91,196,617
380,94,198,609
381,96,162,596
382,115,204,613
383,119,220,580
384,122,206,615
385,120,185,618
386,117,192,611
387,118,197,604
388,120,200,593
389,122,205,588
390,122,210,607
391,133,214,601
392,134,219,593
393,127,223,574
394,127,228,606
395,124,225,596
396,125,228,587
397,136,234,578
398,135,232,598
399,124,226,608
400,130,230,580
401,126,214,582
402,122,199,572
403,114,175,547
404,105,164,601
405,106,168,592
406,103,132,639
407,99,121,656
408,94,114,677
409,98,110,674
410,98,102,679
411,97,109,673
412,89,115,673
413,89,120,680
414,84,129,674
415,79,137,650
416,69,164,624
417,66,180,568
418,58,195,646
419,53,210,604
420,70,224,619
421,76,225,633
422,75,239,632
423,74,239,626
424,76,235,642
425,72,228,637
426,85,228,637
427,85,233,642
428,88,227,626
429,81,218,629
430,95,208,616
431,110,193,586
432,141,168,606
433,143,168,629
434,163,153,645
435,169,150,639
436,168,153,666
437,172,148,667
438,172,148,664
439,158,157,672
440,163,153,659
441,154,159,664
442,162,153,656
443,149,156,629
444,137,156,611
445,125,154,623
446,112,155,583
447,99,154,612
448,82,154,595
449,75,155,622
450,57,151,629
451,47,152,622
452,47,154,632
453,37,153,651
454,42,153,637
455,38,154,637
456,47,152,644
457,56,157,653
458,64,162,649
459,103,188,585
460,94,183,582
461,109,194,592
462,116,206,666
463,129,218,593
464,139,225,613
465,143,231,648
466,144,233,611
467,139,233,650
468,145,233,617
469,144,231,608
470,143,230,638
471,143,230,609
472,136,228,609
473,136,228,638
474,142,228,628
475,140,225,649
476,136,221,674
477,138,229,729
478,149,231,737
479,145,218,1072
480,110,160,1078
481,99,203,1055
482,145,217,1083
483,115,202,1043
484,106,204,1070
485,108,176,1052
486,110,204,1066
487,73,208,1005
488,75,205,975
489,67,221,972
490,74,210,958
491,70,220,922
492,74,219,897
493,87,219,905
494,85,219,873
495,80,224,890
496,91,219,887
497,91,213,895
498,86,216,886
499,95,217,858
500,94,220,853
501,89,219,856
502,105,227,825
503,98,228,811
504,97,233,790
505,110,226,823
506,107,234,784
507,111,239,785
508,112,229,770
509,116,230,748
510,134,234,751
511,116,234,737
512,138,238,758
513,118,239,743
514,131,228,686
515,121,239,733
516,129,239,731
517,133,236,726
518,125,239,729
519,119,236,720
520,123,234,730
521,123,234,711
522,128,239,720
523,115,234,723
524,123,236,703
525,131,237,706
526,135,232,714
527,125,233,714
528,121,238,700
529,131,237,700
