file ID, u, v, depth
258,65,62,343
259,61,69,349
260,56,81,350
261,55,93,367
262,51,105,350
263,57,114,406
264,46,128,427
265,46,133,418
266,46,137,446
267,56,134,451
268,48,135,438
269,46,138,429
270,45,134,453
271,45,134,436
272,45,135,451
273,41,136,453
274,39,138,449
275,40,138,440
276,50,133,437
277,53,134,431
278,51,134,423
279,46,140,443
280,53,139,449
281,58,134,448
282,62,139,447
283,66,143,455
284,65,145,447
285,69,149,440
286,76,149,463
287,76,148,439
288,85,152,468
289,81,156,461
290,85,159,456
291,92,156,480
292,91,170,483
293,99,168,473
294,97,175,468
295,99,179,487
296,108,177,481
297,107,175,481
298,112,183,488
299,190,45,475
300,185,48,462
301,175,52,479
302,177,51,483
303,169,54,470
304,168,54,446
305,152,63,455
306,147,65,457
307,138,66,472
308,136,67,439
309,136,65,448
310,128,65,463
311,114,67,445
312,107,63,442
313,108,59,439
314,99,59,444
315,94,55,416
316,85,52,426
317,93,52,440
318,74,48,448
319,79,51,420
320,72,51,426
321,69,49,416
322,68,51,385
323,79,54,419
324,75,51,420
325,68,49,371
326,69,49,409
327,81,52,420
328,72,52,395
329,89,56,409
330,74,55,415
331,79,53,399
332,72,53,414
333,76,55,417
334,70,54,406
335,70,53,429
336,83,57,421
337,80,57,439
338,82,59,434
339,73,59,437
340,72,61,413
341,78,65,436
342,77,70,461
343,86,77,455
344,84,84,445
345,83,101,473
346,94,99,485
347,89,115,484
348,171,149,462
349,173,134,483
350,176,119,448
351,187,100,464
352,194,90,344
353,202,110,477
354,212,83,426
355,229,79,450
356,241,88,472
357,101,137,503
358,230,118,404
359,108,139,518
360,118,139,527
361,123,142,519
362,123,144,532
363,118,138,509
364,133,140,528
365,139,148,504
366,141,144,522
367,144,145,511
368,144,142,497
369,190,154,510
370,194,142,461
371,197,131,497
372,202,119,392
373,207,108,461
374,205,120,390
375,219,101,405
376,232,94,498
377,243,90,476
378,148,136,508
379,147,130,504
380,149,127,473
381,132,117,467
382,133,108,425
383,149,99,437
384,151,88,416
385,156,78,412
386,151,72,423
387,157,70,411
388,153,66,415
389,151,66,401
390,154,67,403
391,152,65,418
392,152,65,394
393,144,65,359
394,149,64,409
395,149,64,405
396,147,65,409
397,148,69,417
398,140,64,386
399,150,67,402
400,139,68,413
401,137,67,409
402,138,67,401
403,123,65,392
404,123,67,406
405,108,66,389
406,96,68,410
407,87,69,382
408,78,71,414
409,76,71,402
410,78,71,409
411,66,73,409
412,64,73,417
413,73,75,436
414,73,73,433
415,194,124,418
416,199,123,393
417,66,76,434
418,66,76,404
419,71,74,433
420,65,75,438
421,63,74,416
422,72,74,418
423,61,74,426
424,61,74,426
425,69,74,424
426,69,76,449
427,57,83,451
428,66,84,459
429,64,91,460
430,69,96,468
431,64,102,466
432,197,125,426
433,203,117,439
434,75,122,473
435,83,124,491
436,222,111,478
437,104,124,503
438,225,113,502
439,111,124,491
440,118,122,493
441,127,117,494
442,129,115,480
443,115,108,451
444,133,103,451
445,134,95,430
446,135,86,413
447,133,79,439
448,133,68,417
449,130,61,414
450,124,54,403
451,125,50,398
452,111,44,401
453,103,43,375
454,97,40,370
455,88,40,390
456,81,42,376
457,75,45,370
458,73,51,409
459,71,56,401
460,68,63,429
461,64,71,423
462,56,76,399
463,67,76,444
464,65,77,430
465,64,78,432
466,56,80,425
467,58,79,429
468,56,79,451
469,65,77,439
470,56,78,422
471,58,78,429
472,60,78,429
473,59,79,432
474,60,78,417
475,57,78,440
476,69,78,437
477,59,78,428
478,67,75,454
479,58,78,420
480,57,77,464
481,59,78,445
482,65,77,429
483,57,77,440
484,57,78,427
485,59,77,429
486,62,76,402
487,67,72,443
488,58,71,442
489,60,71,427
490,64,70,434
491,62,67,441
492,72,64,436
493,67,62,407
494,79,60,426
495,79,56,415
496,90,53,420
497,90,51,392
498,95,48,403
499,107,49,411
500,106,46,391
501,113,46,400
502,116,46,403
503,114,44,410
504,116,45,399
505,117,49,394
506,118,51,395
507,122,65,327
508,133,78,364
509,137,91,392
510,142,101,418
511,136,114,408
512,123,92,469
513,132,130,422
514,205,98,479
515,204,96,480
516,210,100,495
517,215,105,463
518,221,106,492
519,227,111,501
520,222,117,507
521,230,130,481
522,238,133,520
523,177,239,496
524,73,119,494
525,69,113,497
526,68,104,481
527,64,98,462
528,70,87,497
529,72,82,460
530,73,76,463
531,71,70,466
532,71,65,445
533,79,59,449
534,83,54,428
535,85,51,424
536,102,54,430
537,103,55,405
538,103,57,451
539,105,59,428
540,108,66,437
541,117,69,458
542,108,73,438
543,109,69,462
544,108,70,448
545,104,67,435
546,108,68,454
547,105,65,443
548,106,64,448
549,108,64,439
550,107,62,448
551,105,60,447
552,105,60,448
553,105,59,445
554,105,59,442
555,113,62,437
556,104,59,423
557,106,59,453
558,103,60,448
559,104,59,443
560,104,57,427
561,109,58,443
562,101,56,445
563,181,117,401
564,179,107,373
565,102,55,451
566,100,51,455
567,101,49,461
568,101,47,451
569,97,44,432
570,99,47,445
571,95,42,445
572,96,39,435
573,94,37,452
574,76,50,446
575,90,34,424
576,91,36,410
577,91,36,450
578,90,34,428
579,89,34,470
580,182,105,447
581,101,39,435
582,89,36,431
583,88,37,435
584,214,99,456
585,89,38,455
586,239,91,453
587,88,35,458
588,86,34,447
589,84,34,461
590,97,38,462
591,84,37,460
592,94,35,474
593,94,38,425
594,77,36,456
595,91,36,472
596,250,86,497
597,72,37,490
598,78,46,498
599,70,38,464
