file ID, u, v, depth
326,111,112,726
327,117,109,718
328,126,104,722
329,131,108,725
330,125,117,717
331,115,119,723
332,112,114,721
333,126,115,729
334,125,107,722
335,132,110,716
336,115,119,723
337,118,111,730
338,132,106,725
339,117,106,729
340,123,109,721
341,122,109,733
342,117,111,718
343,125,114,717
344,115,108,717
345,128,117,719
346,125,104,721
347,126,111,723
348,117,111,712
349,126,105,710
350,126,108,728
351,114,112,717
352,125,114,720
353,114,115,729
354,119,111,701
355,119,116,720
356,128,118,712
357,121,120,715
358,133,139,699
359,128,151,681
360,128,163,697
361,118,164,682
362,128,181,676
363,133,186,671
364,131,179,682
365,125,177,665
366,127,191,671
367,119,192,672
368,128,198,674
369,119,195,660
370,121,187,668
371,135,183,664
372,120,185,660
373,120,203,665
374,113,182,643
375,109,199,648
376,94,194,645
377,87,185,647
378,79,188,637
379,72,191,608
380,70,184,643
381,82,188,591
382,56,194,634
383,63,192,632
384,59,194,613
385,62,178,598
386,40,199,619
387,38,199,614
388,35,185,602
389,34,198,607
390,37,203,602
391,31,196,610
392,47,204,605
393,35,200,612
394,33,195,603
395,34,187,610
396,43,172,619
397,38,174,628
398,60,182,611
399,39,165,639
400,144,162,579
401,56,153,644
402,157,142,656
403,163,125,590
404,56,131,660
405,70,130,688
406,57,121,678
407,69,111,693
408,64,112,692
409,59,114,686
410,148,103,641
411,70,112,683
412,54,121,685
413,70,118,689
414,72,125,694
415,165,114,680
416,60,119,682
417,177,109,670
418,77,113,685
419,98,121,693
420,88,113,666
421,95,106,684
422,120,119,696
423,113,111,710
424,134,115,702
425,135,111,715
426,129,112,736
427,132,121,729
428,148,121,737
429,147,120,739
430,139,119,746
431,135,119,745
432,137,116,740
433,147,109,748
434,132,114,738
435,132,114,738
436,131,115,732
437,143,111,753
438,138,111,734
439,137,114,752
440,146,110,741
441,143,121,741
442,133,113,738
443,129,123,737
444,137,118,728
445,140,124,729
446,135,138,700
447,144,132,643
448,150,149,674
449,144,159,698
450,134,174,658
451,148,190,668
452,145,201,652
453,139,223,662
454,148,226,665
455,100,219,951
456,93,212,938
457,119,215,949
458,103,213,964
459,99,224,950
460,103,215,936
461,102,220,960
462,105,218,909
463,105,223,925
464,119,215,949
465,104,221,928
466,108,218,904
467,109,221,878
468,108,222,906
469,105,218,925
470,110,220,888
471,111,221,880
472,112,221,903
473,107,222,898
474,106,220,900
475,102,223,899
476,107,223,896
477,108,218,920
478,108,218,889
479,107,223,896
480,105,218,879
481,111,222,916
482,107,221,869
483,114,223,879
484,109,221,924
485,109,217,907
486,108,221,900
487,108,221,900
488,108,218,904
489,109,219,904
490,108,218,912
491,114,226,904
492,109,220,880
493,117,222,883
494,112,224,891
495,113,218,893
496,109,219,904
497,114,221,875
498,114,225,906
499,113,220,913
500,115,224,916
501,111,218,914
502,109,217,922
503,112,221,918
504,108,217,883
505,111,218,900
506,124,217,917
507,109,219,904
508,112,222,865
509,116,224,901
510,114,221,920
511,112,206,925
512,115,220,915
513,113,225,875
514,108,217,869
515,114,228,893
516,117,222,875
517,121,227,900
518,116,220,885
519,114,223,865
520,111,221,917
521,106,218,895
522,111,221,918
523,105,222,866
524,103,229,906
525,98,227,920
526,104,217,926
527,97,216,913
528,116,239,607
529,114,223,618
530,113,201,652
531,106,178,641
532,99,168,649
533,119,166,682
534,117,135,711
535,98,148,706
536,101,127,725
537,109,112,713
538,110,100,729
539,112,112,733
540,106,105,733
541,107,107,729
542,105,109,733
543,105,115,722
544,105,116,711
545,108,134,712
546,102,123,697
547,101,124,708
548,105,128,705
549,99,131,705
550,97,130,673
551,96,130,703
552,95,130,719
553,95,130,714
554,100,131,706
555,100,131,724
556,95,130,748
557,95,127,731
558,97,125,733
559,96,122,744
560,97,121,704
561,99,121,694
562,98,117,705
563,100,117,724
564,101,117,725
565,92,147,735
566,100,115,701
567,100,118,730
568,99,117,735
569,99,116,723
570,99,118,706
571,93,138,739
572,99,117,718
573,101,117,742
574,102,118,708
575,101,117,708
576,101,117,708
577,107,120,718
578,100,116,713
579,102,119,720
580,101,117,731
581,102,119,708
582,102,118,732
583,103,119,697
584,107,120,700
585,103,120,721
586,102,118,720
587,102,120,720
588,102,118,720
589,103,118,709
590,103,120,715
591,103,119,721
592,103,119,721
593,103,120,721
594,104,122,739
595,104,122,716
596,103,122,709
597,105,122,722
598,105,122,705
599,108,124,730
600,103,122,685
601,103,124,709
602,102,124,720
603,101,126,713
604,95,148,715
605,97,154,748
606,88,160,742
607,85,155,703
608,72,173,707
609,71,177,703
610,66,185,707
611,62,194,627
612,66,199,654
613,65,202,660
614,57,205,644
615,59,206,655
616,67,203,703
617,62,203,656
618,71,201,652
619,65,202,681
620,73,201,633
621,69,203,648
622,72,204,676
623,78,204,682
624,82,206,689
625,98,207,697
626,92,206,709
627,102,202,721
628,109,209,702
629,110,208,726
630,114,207,724
631,114,199,722
632,120,210,658
633,113,209,727
634,117,201,722
635,128,209,674
636,114,209,738
637,114,207,724
638,127,202,681
639,127,197,719
640,126,190,714
641,124,181,698
642,122,175,702
643,118,164,701
644,116,166,699
645,100,157,750
646,95,148,737
647,104,130,756
648,95,124,731
649,98,123,751
650,91,121,745
651,89,120,726
652,89,121,743
653,88,121,742
654,88,121,742
655,88,123,725
656,89,123,743
657,88,123,742
658,89,123,743
659,90,137,742
660,89,124,743
661,94,124,736
662,90,124,715
663,90,124,738
664,90,124,721
665,90,123,744
666,90,123,744
667,90,123,732
668,90,124,727
669,90,124,744
670,90,123,721
671,90,123,761
672,90,123,733
673,90,123,732
674,90,123,709
675,90,123,732
676,90,124,738
677,90,126,744
678,89,125,743
679,94,127,753
680,87,129,717
681,86,136,716
682,85,144,741
683,78,178,756
684,78,190,752
685,79,193,755
686,79,210,755
687,138,196,1286
688,97,208,1171
689,134,196,1244
690,131,195,1228
691,132,196,1259
692,139,198,1235
693,132,196,1166
694,137,198,1192
695,136,198,1174
696,137,158,1216
697,140,198,1185
698,139,198,1185
699,133,196,1193
700,136,197,1193
701,136,198,1192
702,137,197,1202
703,131,196,1218
704,132,196,1227
705,130,196,1225
706,132,173,1216
707,136,159,1215
708,138,197,1228
709,138,197,1228
710,139,197,1212
711,138,197,1245
712,129,196,1191
713,134,175,1160
714,131,197,1191
715,139,198,1184
716,135,175,1180
717,139,198,1158
718,134,198,1241
719,107,221,1110
720,96,216,1048
721,137,172,1060
722,101,219,1031
723,99,213,1039
724,113,216,943
725,114,217,1039
726,104,212,1064
727,109,215,991
728,108,218,985
729,108,215,974
730,120,215,949
731,123,221,992
732,109,217,954
733,116,219,940
734,111,218,922
735,111,218,946
736,111,220,959
737,124,221,919
738,113,218,908
739,113,222,926
740,108,218,936
741,107,226,907
742,110,218,906
743,108,217,929
744,108,218,889
745,108,218,936
746,108,218,936
747,108,218,904
748,107,225,948
749,107,226,914
750,113,222,902
751,114,221,936
752,109,219,927
753,108,217,906
754,108,228,927
755,109,219,943
756,115,221,937
757,111,219,913
758,113,221,943
759,113,227,925
760,112,221,943
