file ID, u, v, depth
270,162,119,706
271,164,114,716
272,164,113,713
273,162,112,703
274,162,112,690
275,159,118,693
276,162,112,696
277,162,111,706
278,158,114,687
279,155,113,719
280,151,104,704
281,147,98,686
282,144,96,701
283,146,90,724
284,142,82,720
285,143,83,702
286,142,86,709
287,138,81,718
288,139,84,720
289,138,88,709
290,138,93,711
291,135,99,693
292,130,105,673
293,129,112,660
294,124,122,672
295,125,122,659
296,125,123,645
297,124,124,651
298,122,123,671
299,124,123,644
300,122,120,636
301,121,119,653
302,119,125,642
303,117,122,648
304,115,110,663
305,118,112,662
306,109,91,671
307,107,87,668
308,106,82,690
309,108,80,691
310,106,77,700
311,105,77,699
312,105,77,687
313,104,81,688
314,105,79,676
315,108,87,694
316,105,79,676
317,103,85,701
318,105,79,660
319,104,86,702
320,107,84,692
321,108,90,683
322,105,79,679
323,104,79,682
324,105,84,696
325,107,82,703
326,104,81,700
327,105,87,704
328,107,92,683
329,105,81,701
330,110,86,701
331,106,84,697
332,103,82,700
333,108,89,712
334,106,91,729
335,103,107,708
336,129,130,760
337,127,153,787
338,140,164,803
339,139,180,794
340,143,192,801
341,159,210,818
342,164,219,825
343,111,174,1013
344,114,159,977
345,117,159,996
346,119,159,981
347,117,205,987
348,84,213,1000
349,120,174,978
350,87,215,951
351,88,219,938
352,85,219,942
353,94,222,924
354,80,220,927
355,86,212,891
356,87,228,869
357,84,225,885
358,91,222,875
359,92,225,894
360,93,223,854
361,99,226,855
362,93,228,868
363,92,220,872
364,99,222,854
365,100,226,870
366,100,221,863
367,102,220,853
368,103,214,884
369,104,229,828
370,105,227,845
371,98,226,854
372,102,222,856
373,100,219,860
374,95,225,867
375,101,220,880
376,100,221,863
377,106,224,851
378,91,227,868
379,100,223,861
380,100,224,859
381,104,229,855
382,100,221,878
383,101,224,846
384,98,220,870
385,101,226,879
386,104,229,884
387,96,220,883
388,102,227,885
389,103,228,877
390,102,225,874
391,101,225,880
392,103,230,881
393,99,222,890
394,102,226,872
395,101,223,891
396,101,222,863
397,101,223,891
398,99,224,887
399,101,224,889
400,99,224,873
401,99,229,844
402,106,230,876
403,104,229,828
404,101,224,889
405,100,223,883
406,100,223,890
407,106,230,877
408,102,225,881
409,93,224,825
410,100,229,851
411,102,216,941
412,108,218,969
413,91,214,941
414,99,222,962
415,123,185,944
416,108,218,952
417,121,182,946
418,96,221,952
419,115,182,957
420,115,179,968
421,89,221,961
422,90,219,1019
423,86,212,996
424,84,214,1019
425,82,211,1013
426,82,216,1096
427,80,213,1138
428,147,224,668
429,142,215,661
430,128,191,595
431,128,169,609
432,122,146,602
433,116,139,586
434,127,146,649
435,105,111,660
436,121,144,653
437,103,103,661
438,121,140,648
439,107,101,660
440,109,102,665
441,125,133,671
442,127,124,652
443,133,114,655
444,141,101,682
445,114,130,679
446,123,109,709
447,126,98,714
448,115,122,718
449,128,104,723
450,120,125,720
451,118,129,725
452,139,96,725
453,112,122,727
454,131,97,722
455,111,109,717
456,127,108,729
457,123,118,752
458,110,115,749
459,121,111,744
460,109,119,719
461,123,99,719
462,153,100,734
463,154,93,747
464,141,122,771
465,142,120,777
466,136,116,787
467,139,104,750
468,146,102,746
469,134,99,765
470,123,105,768
471,114,112,787
472,112,144,781
473,112,114,803
474,125,123,815
475,125,131,838
476,118,141,857
477,139,142,854
478,124,123,878
479,138,149,891
480,137,130,890
481,147,143,904
482,143,128,921
483,142,136,926
484,137,129,949
485,159,152,968
486,154,151,1036
487,154,152,1009
488,157,156,1033
489,132,138,922
490,154,157,998
491,129,139,920
492,127,139,919
493,129,141,912
494,138,153,980
495,114,140,888
496,118,143,883
497,110,143,870
498,107,143,861
499,112,144,814
500,110,143,844
501,99,148,814
502,110,142,813
503,104,145,825
504,106,145,846
505,106,144,797
506,93,138,817
507,96,138,802
508,110,150,810
509,99,138,784
510,115,144,804
511,101,139,768
512,102,139,775
513,117,145,805
514,114,149,825
515,120,147,806
516,103,140,799
517,121,147,831
518,104,141,782
519,104,141,765
520,104,141,771
521,121,148,809
522,105,142,800
523,121,148,792
524,105,142,794
525,105,142,809
526,105,142,783
527,122,147,807
528,105,142,765
529,116,151,826
530,122,148,819
531,126,144,823
532,106,142,795
533,120,145,807
534,118,150,822
535,106,141,778
536,106,141,784
537,106,141,766
538,106,141,749
539,122,146,820
540,122,145,826
541,107,141,802
542,123,146,826
543,124,146,821
544,124,146,812
545,124,146,809
546,122,144,833
547,122,142,846
548,103,132,801
549,112,139,816
550,110,135,840
551,113,128,870
552,111,126,875
553,106,130,850
554,106,130,837
555,101,127,846
556,104,130,849
557,99,131,870
558,100,145,841
559,102,145,836
560,103,148,811
561,91,152,798
562,95,156,806
563,89,163,802
564,98,159,807
565,96,157,818
566,85,163,791
567,89,160,797
568,95,156,785
569,85,161,787
570,94,153,819
571,94,151,784
572,93,148,813
573,91,147,824
574,83,142,817
575,79,143,878
576,78,140,857
577,99,143,924
578,73,131,895
579,102,142,913
580,99,140,910
581,99,142,940
582,114,149,906
583,71,133,884
584,70,135,861
585,73,140,871
586,97,147,921
587,110,154,922
588,99,156,895
589,110,160,911
590,70,153,854
591,85,157,909
592,86,159,908
593,109,162,909
594,86,158,902
595,85,158,886
596,83,158,905
597,91,156,909
598,83,156,899
599,85,156,901
600,90,153,916
601,81,147,908
602,112,158,914
603,76,143,933
604,91,145,929
605,89,143,928
606,76,137,898
607,95,144,934
608,95,144,942
609,78,137,946
610,92,141,956
611,114,153,949
612,79,136,948
613,79,135,948
614,84,136,955
615,103,143,936
616,119,154,952
617,77,133,946
618,114,154,918
619,127,166,981
620,123,174,988
621,117,180,1003
622,139,192,1010
623,141,202,1058
628,115,198,1242
630,115,200,1206
632,112,200,1203
633,111,200,1134
634,81,210,1113
635,76,219,1025
636,84,219,1069
637,89,214,1026
638,93,212,971
639,101,213,978
640,103,215,1011
641,100,213,1032
642,106,213,975
643,106,211,1003
644,99,225,908
645,114,201,1000
646,110,213,945
647,114,217,1009
648,106,212,943
649,111,218,946
650,100,225,933
651,104,227,918
652,111,218,954
653,112,214,945
654,111,218,954
655,103,226,942
656,113,215,953
657,112,217,965
658,112,214,921
659,113,218,964
660,113,219,915
661,110,213,929
662,114,215,962
663,105,226,952
664,112,214,914
665,113,217,958
666,111,212,916
667,112,214,945
668,110,214,935
669,114,221,928
670,105,226,936
671,113,217,926
672,112,216,967
673,112,217,932
674,113,221,904
675,113,218,924
676,110,212,963
677,113,218,948
678,124,221,943
679,113,216,951
680,111,215,943
681,111,215,951
682,115,219,940
683,112,217,965
684,113,218,932
685,113,220,961
