file ID, u, v, depth
164,75,84,498
165,80,84,506
166,87,88,458
167,101,78,467
168,113,78,503
169,133,92,447
170,143,81,409
171,158,82,479
172,170,82,506
173,181,83,513
174,188,80,544
175,195,84,556
176,189,83,562
177,201,83,572
178,201,85,557
179,201,85,566
180,202,83,573
181,199,90,560
182,199,81,549
183,196,84,559
184,190,95,565
185,177,126,520
186,196,87,556
187,200,87,563
188,201,90,534
189,197,94,558
190,184,98,555
191,199,85,554
192,188,96,549
193,194,91,554
194,190,91,556
195,200,87,554
196,200,87,550
197,200,88,551
198,188,90,543
199,194,95,555
200,188,90,548
201,197,86,547
202,198,86,555
203,198,91,553
204,197,87,548
205,199,88,551
206,187,92,544
207,117,185,827
208,63,217,821
209,117,185,834
210,112,215,861
211,103,171,822
212,116,215,843
213,63,217,834
214,109,176,842
215,102,211,866
216,109,180,865
217,105,171,830
218,111,175,858
219,211,219,685
220,214,206,697
221,197,183,677
222,195,164,672
223,194,152,652
224,185,134,639
225,184,121,669
226,182,109,676
227,189,98,644
228,192,90,629
229,203,118,654
230,189,86,640
231,187,87,655
232,193,82,653
233,181,119,649
234,198,80,660
235,193,86,658
236,203,86,660
237,200,91,650
238,208,85,660
239,212,86,664
240,205,91,677
241,201,97,652
242,214,85,675
243,212,86,664
244,212,88,662
245,203,91,669
246,203,90,668
247,208,84,672
248,207,87,658
249,203,89,674
250,202,89,662
251,211,88,675
252,211,92,677
253,206,96,669
254,214,97,664
255,213,107,646
256,218,108,653
257,218,118,616
258,217,130,616
259,223,136,614
260,221,145,611
261,223,155,608
262,215,162,615
263,220,167,602
264,225,170,611
265,225,176,614
266,226,177,593
267,219,177,614
268,226,177,606
269,216,178,616
270,221,180,579
271,210,183,599
272,211,183,577
273,204,182,581
274,196,185,576
275,184,186,523
276,175,188,499
277,159,191,536
278,161,189,541
279,139,193,512
280,139,190,497
281,127,193,492
282,120,194,506
283,107,195,487
284,113,192,504
285,104,192,508
286,106,195,495
287,109,191,519
288,102,193,514
289,113,187,474
290,108,187,489
291,108,185,481
292,102,177,474
293,109,172,497
294,108,162,488
295,110,151,471
296,109,139,504
297,110,130,492
298,112,122,494
299,107,109,500
300,103,111,510
301,105,106,536
302,106,104,540
303,103,103,535
304,107,104,537
305,110,104,555
306,112,104,527
307,117,108,547
308,120,106,518
309,121,100,534
310,121,105,514
311,133,103,539
312,133,105,539
313,149,110,539
314,158,103,538
315,168,105,547
316,182,102,585
317,194,101,569
318,202,101,616
319,210,101,622
320,214,104,649
321,208,109,633
322,220,104,651
323,210,114,628
324,217,110,637
325,210,117,643
326,213,111,640
327,213,107,650
328,208,113,643
329,213,109,650
330,207,115,623
331,212,113,641
332,210,115,649
333,207,118,638
334,212,110,641
335,219,130,649
336,210,111,649
337,216,106,644
338,205,113,652
339,217,104,656
340,218,103,639
341,214,109,618
342,218,103,652
343,210,107,655
344,217,104,630
345,211,115,642
346,218,105,649
347,210,114,649
348,215,106,638
349,99,175,841
350,95,220,819
351,117,172,839
352,98,176,845
353,95,211,825
354,113,187,810
355,101,175,849
356,119,174,838
357,98,175,833
358,104,179,848
359,105,184,832
360,109,187,832
361,104,173,854
362,104,177,850
363,103,171,848
364,101,175,836
365,106,182,847
366,197,227,667
367,186,223,582
368,185,186,608
369,189,174,615
370,193,140,627
371,179,125,608
372,168,119,565
373,165,106,573
374,176,93,653
375,165,84,671
376,169,73,624
377,164,111,686
378,155,96,677
379,151,103,657
380,164,111,652
381,169,126,637
382,173,134,643
383,154,112,655
384,159,113,648
385,150,110,647
386,167,103,650
387,150,109,651
388,165,94,644
389,170,110,644
390,166,80,663
391,155,104,664
392,157,105,651
393,172,126,651
394,186,128,664
395,163,104,643
396,157,103,661
397,186,142,629
398,187,135,646
399,157,105,644
400,162,105,661
401,171,77,595
402,160,103,651
403,161,102,650
404,161,102,664
405,163,105,665
406,190,133,659
407,189,135,659
408,183,122,676
409,179,77,672
410,180,78,673
411,174,108,664
412,199,131,672
413,197,132,673
414,180,113,663
415,178,110,663
416,174,105,663
417,179,108,666
418,181,118,673
419,207,78,667
420,180,112,663
421,174,107,664
422,177,112,667
423,182,116,649
424,175,114,668
425,183,117,669
426,170,108,654
427,170,108,650
428,172,118,665
429,179,89,658
430,167,112,665
431,160,107,658
432,168,110,651
433,160,107,655
434,165,107,658
435,163,107,651
436,177,126,664
437,187,123,661
438,157,103,650
439,179,131,638
440,173,116,665
441,174,128,664
442,187,142,658
443,156,104,651
444,163,107,644
445,171,126,665
446,164,111,662
447,158,105,658
448,176,132,650
449,194,81,662
450,178,106,666
451,162,118,659
452,178,119,657
453,165,131,651
454,191,168,645
455,165,139,664
456,160,145,648
457,188,183,644
458,167,169,647
459,161,167,609
460,173,178,638
461,194,143,645
462,163,177,639
463,158,177,640
464,168,149,624
465,178,150,634
466,174,141,618
467,184,150,625
468,178,151,614
469,146,150,584
470,149,143,595
471,134,168,590
472,119,194,578
473,120,168,588
474,132,153,560
475,111,140,571
476,118,154,546
477,112,164,575
478,107,160,570
479,99,145,558
480,86,149,556
481,102,153,577
482,102,153,574
483,99,160,550
484,96,212,561
485,99,167,558
486,97,145,565
487,77,156,576
488,118,154,558
489,83,192,575
490,97,130,502
491,96,124,556
492,117,134,579
493,92,112,565
494,63,143,588
495,111,106,568
496,99,167,550
497,111,119,589
498,78,118,590
499,127,163,582
500,76,135,595
501,92,146,606
502,102,154,603
503,137,172,589
504,116,131,602
505,118,125,604
506,121,125,601
507,125,120,583
508,105,119,597
509,92,121,610
510,142,97,602
511,115,120,529
512,118,114,611
513,124,110,598
514,160,74,594
515,143,112,628
516,155,114,629
517,163,113,645
518,173,118,661
519,191,131,673
520,185,119,676
521,188,120,688
522,187,118,671
523,184,111,688
524,191,94,701
525,197,125,696
526,179,110,687
527,182,116,696
528,207,118,668
529,203,130,693
530,179,114,700
531,180,112,690
532,191,128,696
533,181,113,683
534,87,216,817
535,84,208,804
536,96,177,830
537,99,213,832
538,96,177,811
539,94,173,824
540,94,173,844
541,95,173,826
542,102,177,842
543,96,177,830
544,108,158,842
545,216,223,587
546,209,211,607
547,213,167,628
548,218,157,619
549,217,135,615
550,214,120,647
551,199,98,632
552,199,90,644
553,206,84,644
554,206,76,647
555,182,95,638
556,180,96,653
557,189,97,622
558,187,87,654
559,190,85,639
560,192,90,653
561,184,88,649
562,183,86,648
563,191,78,642
564,183,88,642
565,185,85,654
566,181,88,646
567,181,82,647
568,188,81,651
569,181,89,650
570,180,90,633
571,188,81,648
572,193,81,666
573,179,88,657
574,188,89,655
575,185,89,659
576,180,90,658
577,181,88,643
578,183,87,656
579,181,89,628
580,190,92,648
581,186,98,659
582,190,93,649
583,184,88,642
584,186,86,644
585,193,81,649
586,191,87,653
587,183,92,657
588,190,92,655
589,192,87,659
590,189,96,650
591,192,93,651
592,206,89,653
593,184,98,642
594,193,98,649
595,191,107,633
596,187,102,645
597,200,104,610
598,189,109,585
599,189,135,631
600,189,128,584
601,193,153,609
602,186,142,614
603,185,151,604
604,189,178,613
605,185,163,607
606,202,160,616
607,205,165,613
608,188,184,612
609,184,187,596
610,192,183,585
611,174,179,566
612,186,186,585
613,157,191,563
614,147,172,508
615,136,184,549
616,123,188,539
617,115,195,519
618,101,184,519
619,87,205,497
620,82,203,464
621,77,201,504
622,76,201,477
623,102,203,475
624,70,200,514
625,65,206,499
626,65,205,499
627,71,202,503
628,76,177,499
629,70,202,502
630,71,202,495
631,75,176,506
632,72,196,485
633,73,198,492
634,99,187,508
635,88,178,511
636,73,154,493
637,67,167,507
638,85,134,486
639,88,126,505
640,74,122,503
641,74,114,495
642,63,107,477
643,86,98,522
644,66,95,529
645,99,90,525
646,68,92,541
647,70,91,547
648,77,102,544
649,96,81,544
650,70,97,544
651,98,94,546
652,85,92,500
653,95,82,495
654,97,84,530
655,124,81,542
656,116,85,543
657,131,82,511
658,139,92,508
659,163,99,520
660,181,80,578
661,190,103,614
662,209,82,628
663,210,88,656
664,218,84,671
665,211,96,672
666,212,88,668
667,215,93,674
668,219,87,663
669,209,90,674
670,217,88,671
671,209,88,664
672,209,99,674
673,213,94,670
674,207,87,658
675,215,92,655
676,201,97,658
677,215,92,655
678,218,91,652
679,207,91,659
680,217,88,665
681,208,101,655
682,201,97,652
683,205,97,669
684,204,84,662
685,207,92,660
686,216,92,654
